cluster_id,medoid_id,Longitude,Latitude
179,Mid4809,-113.61911496820441,53.53360443380594
180,Mid3517,-113.59040573114848,53.561276195035994
181,Mid4645,-113.61616950164685,53.43861241899118
182,Mid1640,-113.6151429436164,53.528020404307654
183,Mid2705,-113.42596692694788,53.59555559953442
184,Mid4216,-113.50024944364577,53.499019766902755
185,Mid1189,-113.51669339385437,53.4596384077484
186,Mid2837,-113.61134505429155,53.54849614934218
187,Mid3417,-113.57797556380757,53.55350506125856
188,Mid592,-113.57016930173069,53.482307971535
189,Mid3725,-113.66496898299732,53.483330192920725
190,Mid5593,-113.40932261102522,53.60041687947268
191,Mid3799,-113.45718804123109,53.4588437317242
192,Mid4429,-113.56564264826622,53.44967205840982
193,Mid1396,-113.5717666043283,53.59931125187641
194,Mid2932,-113.43039248733515,53.49466355451948
195,Mid6175,-113.39643199928847,53.60125115467657
196,Mid2239,-113.47291605802936,53.51804270504089
197,Mid3447,-113.57800742138292,53.58396751891422
198,Mid4491,-113.4640606442256,53.549364614520066
199,Mid4273,-113.51853740498825,53.61869820369443
200,Mid2281,-113.46730176379354,53.57903286714788
201,Mid1778,-113.4827400873207,53.45356539125931
202,Mid2246,-113.50338594304218,53.51808328656726
203,Mid4119,-113.5932628276763,53.51941127642162
204,Mid4637,-113.62236100685753,53.43944090295627
205,Mid2157,-113.44293060891918,53.58242640451922
206,Mid185,-113.5595860195128,53.58408084847671
207,Mid4483,-113.58856958603529,53.475453452501974
208,Mid4604,-113.38466957020938,53.60550451753354
209,Mid2166,-113.52821280643838,53.50749043644292
210,Mid3570,-113.46317108308955,53.62879647936931
211,Mid4023,-113.44030528459933,53.4393557016775
212,Mid3188,-113.62261410974307,53.553294793782705
213,Mid4235,-113.49563908248359,53.53674181166639
214,Mid2171,-113.44265182651951,53.506582994760635
215,Mid4899,-113.42436473482019,53.50478897978631
216,Mid3293,-113.53864284506417,53.471766562401676
217,Mid2339,-113.46633301631132,53.46176049376828
218,Mid3639,-113.63007381468734,53.49904271775975
219,Mid1607,-113.36875455818029,53.4850982018085
220,Mid4931,-113.41174802407129,53.512455607568064
221,Mid1584,-113.40449995602653,53.62815954944934
222,Mid5422,-113.47979083560381,53.576661611477874
223,Mid2459,-113.42338227098931,53.538302305784065
224,Mid977,-113.5031592215478,53.5726273967904
225,Mid3384,-113.56558980811093,53.540071608637476
226,Mid3784,-113.38217406136455,53.45407616724955
227,Mid1754,-113.6397403105325,53.58201270317315
228,Mid1353,-113.54129884613218,53.62031519562332
229,Mid562,-113.40428563528211,53.51664212141138
230,Mid894,-113.6199428910746,53.53917837412068
231,Mid1219,-113.51747102799196,53.43088587057529
232,Mid6557,-113.44925616713455,53.535369009064794
233,Mid4274,-113.51708539021959,53.6246230385399
234,Mid1646,-113.61502884966518,53.53727560143878
235,Mid3275,-113.52550685508962,53.5211385127856
236,Mid1890,-113.39374284285729,53.4768704474681
237,Mid3380,-113.56538195310506,53.40662741189101
238,Mid169,-113.36304482165666,53.516249800160374
239,Mid1530,-113.57800832846138,53.574172861663946
240,Mid1982,-113.41855295241405,53.439970703548056
241,Mid3778,-113.4142337598348,53.455495711698724
242,Mid5225,-113.5096598009141,53.45772266316469
243,Mid3839,-113.40282139238643,53.46388622336445
244,Mid3399,-113.56574762813558,53.547350829159434
245,Mid7664,-113.51894579897514,53.42100702257107
246,Mid4808,-113.61789248398883,53.55094345494759
247,Mid1354,-113.54128290972253,53.626245811170925
248,Mid4007,-113.43538800769468,53.46368509568402
249,Mid4087,-113.46752388719825,53.618661850680446
250,Mid5893,-113.61953618180343,53.50242433557905
251,Mid2163,-113.52853284499832,53.50731197795951
252,Mid3617,-113.61532599539221,53.50798219813663
253,Mid2042,-113.41817356196216,53.42675912802688
254,Mid1017,-113.50493491520142,53.57919450798755
255,Mid5252,-113.51027302539266,53.5356344532141
256,Mid3507,-113.59031313190435,53.535396286866806
257,Mid4280,-113.50421896759036,53.62888366346494
258,Mid2199,-113.44299118497558,53.51610982299518
259,Mid1922,-113.41790855680755,53.435474463705965
260,Mid4542,-113.57074843753628,53.5420671528305
261,Mid1078,-113.51200830841172,53.505268734538944
262,Mid1555,-113.59013258360375,53.597488527059625
263,Mid544,-113.42980419540464,53.515598355496074
264,Mid5232,-113.51200743871826,53.63044326577331
265,Mid1652,-113.61533387926164,53.54689157146967
266,Mid988,-113.58420358199447,53.55101080349133
267,Mid2738,-113.54999209955295,53.50415970403086
268,Mid1237,-113.52295991365659,53.505043355924634
269,Mid2124,-113.44272735786703,53.612797977820385
270,Mid423,-113.49036693665627,53.43796224834629
271,Mid2878,-113.47994891965428,53.42731365214567
272,Mid4316,-113.54063802495983,53.54402206786836
273,Mid4597,-113.38496847006024,53.586905071205635
274,Mid2351,-113.46685977023638,53.485576083820966
275,Mid1893,-113.39381864102133,53.48486850556767
276,Mid1163,-113.51643746740562,53.49567164027252
277,Mid4570,-113.38265462538294,53.58132183434904
278,Mid1962,-113.41845991300632,53.535672514498664
279,Mid2828,-113.61128113758863,53.54822636275471
280,Mid1977,-113.41775984241583,53.42675711203688
281,Mid6166,-113.3937100495474,53.568618234897876
282,Mid3826,-113.51040462007529,53.46653212226316
283,Mid7739,-113.57859768538034,53.435969672945426
284,Mid1083,-113.51222856956049,53.52809418713027
285,Mid4579,-113.3860192994534,53.60119818381086
286,Mid1817,-113.49736728098821,53.454077128275685
287,Mid2679,-113.53171511406379,53.42492182671091
288,Mid3873,-113.37401524602463,53.47703832718325
289,Mid2987,-113.61984513162955,53.541334696665416
290,Mid1108,-113.59627025709561,53.55895978536336
291,Mid3350,-113.54096154494157,53.42855218759219
292,Mid3807,-113.417884355298,53.46476930815447
293,Mid3379,-113.56548985511688,53.417141638401894
294,Mid2314,-113.44642933006104,53.525201718190374
295,Mid1867,-113.39375060306006,53.45656173963568
296,Mid76,-113.49564839280528,53.47500756683139
297,Mid3158,-113.49734454845617,53.54977870796485
298,Mid2332,-113.46636228048088,53.44549567838292
299,Mid1289,-113.54369738817228,53.570272817963684
300,Mid7675,-113.52571748240508,53.45554094878383
301,Mid5146,-113.50416541517502,53.476750568133625
302,Mid6523,-113.44597086232054,53.51225965500086
303,Mid3797,-113.44102890437183,53.45840978322147
304,Mid3355,-113.39169958249332,53.59951985776453
305,Mid3566,-113.55615984768195,53.6287280792149
306,Mid1146,-113.5161651430908,53.47365461457671
307,Mid2404,-113.48128812226696,53.415188104770856
308,Mid2231,-113.43956696086077,53.51807075743831
309,Mid3142,-113.50108996342937,53.53640523591504
310,Mid4535,-113.59826553315557,53.54126415437804
311,Mid1301,-113.44683250950835,53.57040329160555
312,Mid2454,-113.44641507845294,53.53751254094584
313,Mid3051,-113.61248876562682,53.53924431259754
314,Mid3048,-113.51764310978795,53.538809512205496
315,Mid3281,-113.62009662548721,53.57036010908189
316,Mid1143,-113.51612152770043,53.46332040500866
317,Mid4548,-113.67701781089534,53.521643774403664
318,Mid3492,-113.43734853481654,53.615917887802865
319,Mid4065,-113.46733910030865,53.60320524293844
320,Mid3227,-113.51825746496927,53.441043409807946
321,Mid576,-113.71027943661096,53.541408248869466
322,Mid890,-113.63407528528208,53.53769483637267
323,Mid1278,-113.39039056969332,53.57039856897142
324,Mid3012,-113.50628447306364,53.52438551889517
325,Mid1924,-113.41831997035437,53.440059431337126
326,Mid3995,-113.44259735094782,53.417619799821296
327,Mid58,-113.49151612534804,53.650755897962554
328,Mid61,-113.49198416188156,53.594056891857946
329,Mid1852,-113.48939892132341,53.46761240897331
330,Mid4608,-113.37904971571085,53.614731033177314
331,Mid5455,-113.44056665003048,53.587627238575685
332,Mid1398,-113.52609704345998,53.59940868667816
333,Mid2675,-113.55255050578268,53.42491183404941
334,Mid4614,-113.6674591658443,53.523594489013234
335,Mid2753,-113.48434829163091,53.54172583176336
336,Mid5049,-113.49696992207885,53.63145932653536
337,Mid6571,-113.63318117620334,53.5149575452638
338,Mid2301,-113.45587089228397,53.523447845047585
339,Mid3123,-113.49764515739598,53.521204420026784
340,Mid3922,-113.52902284848173,53.48826344797755
341,Mid3084,-113.49371343168825,53.56387139972308
342,Mid3276,-113.46975898576662,53.565834394253194
343,Mid1949,-113.41816369259605,53.50853312145593
344,Mid1236,-113.52293351317746,53.50001105591551
345,Mid1804,-113.46994517931977,53.45198166654805
346,Mid4470,-113.51824955873975,53.53216230624072
347,Mid3287,-113.63192121307605,53.570037637980846
348,Mid2216,-113.44003703200308,53.5179830991903
349,Mid6058,-113.37708182499298,53.47489767086256
350,Mid1935,-113.41833236586912,53.46746733800265
351,Mid143,-113.39060113396346,53.644443972745606
352,Mid2737,-113.56580218935518,53.503679010254004
353,Mid5174,-113.50435299903172,53.49076965801209
354,Mid4261,-113.5166107407974,53.60332454673661
355,Mid1499,-113.56582841463043,53.56658108634876
356,Mid37,-113.49170328397561,53.63368354972306
357,Mid3256,-113.51675855411833,53.59712486055194
358,Mid2184,-113.44320465459406,53.539384704974275
359,Mid2633,-113.43943290378787,53.424793963883445
360,Mid4575,-113.38603486046503,53.59616611607846
361,Mid2037,-113.41814281084386,53.43044332715968
362,Mid1823,-113.56228935998904,53.45415288217679
363,Mid97,-113.31395202445705,53.446604783303975
364,Mid4648,-113.68904376724525,53.538030116902114
365,Mid4255,-113.62603283061529,53.49687349614935
366,Mid3074,-113.43181186984717,53.541218187843725
367,Mid3462,-113.48025661208642,53.615123454220075
368,Mid1263,-113.3903299717671,53.57030839997918
369,Mid2170,-113.44260350003539,53.50325791559987
370,Mid6681,-113.48483512327165,53.6085835321407
371,Mid1710,-113.61492854667934,53.4332167470167
372,Mid3173,-113.50342236619197,53.56292364007523
373,Mid4367,-113.66397555485358,53.47883437984396
374,Mid5604,-113.51929398735646,53.601987467953954
375,Mid57,-113.49181688839082,53.64159159895386
376,Mid1400,-113.53806794219103,53.59936563504708
377,Mid1412,-113.47659052446345,53.599471971619174
378,Mid4627,-113.58730892610589,53.43087798370757
379,Mid2734,-113.55072594439638,53.50389288273157
380,Mid2381,-113.46685306680196,53.46724436162862
381,Mid4057,-113.44292226201993,53.53435120550834
382,Mid3983,-113.4378080028179,53.469717227006036
383,Mid3987,-113.44209339029366,53.479082893903836
384,Mid1296,-113.48962421974925,53.57041378670521
385,Mid5168,-113.50442386146301,53.51053930998568
386,Mid4393,-113.49122350278851,53.53941891360856
387,Mid4088,-113.4675146171727,53.624682366237586
388,Mid246,-113.58272086312161,53.43014315246617
389,Mid7112,-113.46970895214594,53.567541510015204
390,Mid4299,-113.53920676085896,53.536198742511104
391,Mid2567,-113.53428329038366,53.50526772579485
392,Mid4020,-113.44279138225296,53.417620705222106
393,Mid3298,-113.53900816432042,53.4787771277313
394,Mid2626,-113.47694759669443,53.42496413641103
395,Mid5219,-113.50946003250014,53.457811704536006
396,Mid1424,-113.41661007376531,53.59757712008639
397,Mid2000,-113.41697509492978,53.47617729168756
398,Mid2001,-113.41832723692409,53.48337279266928
399,Mid22,-113.41430597433789,53.59990221561066
400,Mid3396,-113.5658902337255,53.55759535398281
401,Mid7318,-113.41338915675355,53.48487630077806
402,Mid55,-113.49201320391263,53.63368486522827
403,Mid4411,-113.56545030160657,53.449491636450325
404,Mid1368,-113.5411923215968,53.58985258290376
405,Mid1297,-113.48347886065736,53.57038741108614
406,Mid6643,-113.47972289963221,53.59067940962729
407,Mid7099,-113.5332720654827,53.53159286201466
408,Mid2803,-113.49639645133077,53.5557953375601
409,Mid3189,-113.63354130823939,53.55323891205644
410,Mid4196,-113.48522110070995,53.55682608312359
411,Mid1021,-113.50512293058607,53.579644583496005
412,Mid6754,-113.6325475338021,53.533826182736824
413,Mid2422,-113.49402906445033,53.53412906360985
414,Mid3346,-113.54118821567616,53.57349816334036
415,Mid4150,-113.63387011850116,53.52160929760576
416,Mid5988,-113.41686058587162,53.45002699047986
417,Mid1373,-113.54121807086487,53.644486849455944
418,Mid1127,-113.49931550835088,53.55895268819932
419,Mid5329,-113.530650548402,53.52547210784587
420,Mid4618,-113.6855569244382,53.527956719328145
421,Mid4616,-113.67558570988862,53.52613288783493
422,Mid4044,-113.63986018218114,53.50302645300214
423,Mid4760,-113.48742148727838,53.44136439099878
424,Mid2158,-113.44293377782822,53.589076037271674
425,Mid4630,-113.60352856431437,53.43434765220954
426,Mid1151,-113.51612774756583,53.47985487438476
427,Mid1033,-113.51194332673074,53.52063461556529
428,Mid3466,-113.45560263967411,53.61582258874682
429,Mid2049,-113.41837763099656,53.57754699145037
430,Mid3353,-113.41120369464188,53.59692162303497
431,Mid3471,-113.4378257428083,53.61583027090263
432,Mid3480,-113.53541143622553,53.61705757122519
433,Mid3575,-113.48437123868268,53.62879981616266
434,Mid3613,-113.61533901530221,53.50088327851497
435,Mid2052,-113.48933068619748,53.4881004531246
436,Mid2811,-113.52299055227469,53.56713681737529
437,Mid4362,-113.48309488222007,53.543068323530804
438,Mid5410,-113.53186109065271,53.61039417801629
439,Mid1635,-113.3627000462402,53.57025425762044
440,Mid6420,-113.42787087613259,53.45214704419024
441,Mid3700,-113.62732613476857,53.5564546497698
442,Mid2212,-113.46402211915928,53.5680553249919
443,Mid4068,-113.46733660706207,53.608686648712776
444,Mid1345,-113.54109349534333,53.630468442242645
445,Mid2758,-113.55137028507153,53.56104630309211
446,Mid2495,-113.48612488239071,53.51423620166592
447,Mid3682,-113.6306662822307,53.51809490448189
448,Mid1441,-113.58637923847748,53.599452509633096
449,Mid3972,-113.68044660182264,53.49721106336883
450,Mid4847,-113.4826067261699,53.45140813710904
451,Mid1631,-113.36910120297047,53.495344241216564
452,Mid3448,-113.57795437109758,53.59232423125551
453,Mid1737,-113.64008361666708,53.567905851931826
454,Mid1818,-113.48894531955754,53.45422112466985
455,Mid3219,-113.51807487620701,53.44095281181047
456,Mid4718,-113.62137151049669,53.56317540558165
457,Mid615,-113.45006961172949,53.566644099132596
458,Mid2070,-113.48893487101859,53.48818862230614
459,Mid1227,-113.47028376450024,53.56116400356352
460,Mid4492,-113.47453204099439,53.54572681274564
461,Mid2205,-113.44298486541659,53.5230290669572
462,Mid1020,-113.50512124875182,53.57578061547506
463,Mid2643,-113.51276323677875,53.424935882970466
464,Mid1423,-113.45101905375601,53.59962697208372
465,Mid2356,-113.46701101194292,53.49105828286815
466,Mid4198,-113.48721456537125,53.568067128453364
467,Mid3654,-113.62991045989176,53.52644954361415
468,Mid4376,-113.64255470430534,53.485332051947914
469,Mid2148,-113.44299174273044,53.57272182806069
470,Mid1533,-113.39676495691714,53.61446219299496
471,Mid1115,-113.56028954827265,53.55892279131383
472,Mid3810,-113.40280609027262,53.4637962851757
473,Mid1087,-113.58421056483066,53.558918473596414
474,Mid2965,-113.55027960364934,53.57209493283218
475,Mid1010,-113.49734047053542,53.551396170786376
476,Mid2478,-113.45243798665416,53.53754027011159
477,Mid1902,-113.39388745981529,53.52674414015197
478,Mid3751,-113.41485620521074,53.455229176320664
479,Mid5314,-113.52164139531983,53.63129087904466
480,Mid3231,-113.51665427119283,53.44597931823983
481,Mid1854,-113.47096387403354,53.46546540429109
482,Mid2300,-113.4552553171554,53.520299920959495
483,Mid6569,-113.62694737961469,53.51457881668296
484,Mid3584,-113.44742873757768,53.628634987814664
485,Mid3331,-113.53590724967792,53.54894609879406
486,Mid6531,-113.63577304786612,53.509304283217915
487,Mid2754,-113.55073910599937,53.55466389659186
488,Mid5553,-113.48851136359652,53.59682773807085
489,Mid3376,-113.5653352582347,53.41696135236454
490,Mid4577,-113.38459060110873,53.60532439210363
491,Mid1554,-113.59074910775354,53.582304455169194
492,Mid2169,-113.44259289352473,53.49705745810046
493,Mid5840,-113.52803148112027,53.62277966369791
494,Mid87,-113.49204700850314,53.46996008705461
495,Mid6631,-113.52150980533922,53.43943897263599
496,Mid3862,-113.52929728435731,53.46714720162863
497,Mid1641,-113.61519938132577,53.521460808346895
498,Mid4372,-113.66413602233605,53.47892469142314
499,Mid1976,-113.41775312856112,53.43044142831314
500,Mid5436,-113.53592414224634,53.57401701630071
501,Mid1923,-113.41889535305883,53.44410601995879
502,Mid2174,-113.44276511244884,53.51035767901884
503,Mid1690,-113.61540138409188,53.533951987393294
504,Mid4165,-113.52809236654568,53.522945951374396
505,Mid1805,-113.4758341613183,53.45236709382083
506,Mid2194,-113.44284174206696,53.50658388002713
507,Mid3554,-113.47479922482981,53.62866834366941
508,Mid7474,-113.40924654764136,53.453494197256596
509,Mid1464,-113.51018443979913,53.599614190370815
510,Mid4097,-113.4550699496429,53.50771857496231
511,Mid1130,-113.5315091031223,53.55890339132776
512,Mid6302,-113.39649337520297,53.48047882992676
513,Mid2403,-113.47556235463423,53.42163316836329
514,Mid2517,-113.48610595313603,53.48539080180993
515,Mid3155,-113.51591458986024,53.549765450143866
516,Mid3893,-113.41842695901923,53.54798323893965
517,Mid3699,-113.62737278488228,53.55097336597872
518,Mid4083,-113.46751565500955,53.608867163972015
519,Mid588,-113.57813574369685,53.472271946792006
520,Mid6521,-113.51892554448293,53.51230589289203
521,Mid4279,-113.51185883397464,53.62720774431032
522,Mid3506,-113.59032821672052,53.52820754335667
523,Mid1577,-113.59034314748482,53.57556362357978
524,Mid635,-113.4530328330679,53.57447549471739
525,Mid837,-113.35004049249633,53.57063544802138
526,Mid1647,-113.61508558266115,53.53368139182711
527,Mid7247,-113.40267200252373,53.58438882482751
528,Mid1939,-113.416584720196,53.476085525119345
529,Mid3062,-113.59651934786908,53.53928136048582
530,Mid1097,-113.52415755753393,53.55878451238347
531,Mid5512,-113.48428301449653,53.59213690150054
532,Mid4487,-113.59358000657669,53.464507571880546
533,Mid2405,-113.40621487671037,53.52671613152445
534,Mid4721,-113.59661662774043,53.56300463054707
535,Mid72,-113.49278660024744,53.44758774136633
536,Mid2346,-113.46633833082377,53.478025419439646
537,Mid3885,-113.57861302487751,53.47730583754067
538,Mid2080,-113.47451197319637,53.48812608207893
539,Mid1626,-113.36913977780021,53.44744812440541
540,Mid4929,-113.36482394219831,53.51221551373316
541,Mid3270,-113.52589462100201,53.51044666238505
542,Mid2013,-113.41840541965834,53.50871401961547
543,Mid618,-113.45293623177844,53.57564323065932
544,Mid3493,-113.42548899982246,53.61586154922765
545,Mid150,-113.57613959151502,53.600854422954164
546,Mid4061,-113.52246187711116,53.51636379024076
547,Mid3332,-113.53589757624223,53.552450595271075
548,Mid1829,-113.58496585448574,53.456390470485736
549,Mid1875,-113.393546663601,53.48333948110562
550,Mid4040,-113.62517764075372,53.50379006108255
551,Mid3558,-113.48440256657489,53.62871009222254
552,Mid1634,-113.3692853578999,53.51035204908136
553,Mid1981,-113.41919335252798,53.44410746910533
554,Mid3814,-113.45872202423381,53.465140994736934
555,Mid5745,-113.4459422252152,53.610206983758395
556,Mid2198,-113.44294901527341,53.51035853605323
557,Mid4104,-113.47329725478681,53.563154228839785
558,Mid1871,-113.39378393086413,53.46563795024737
